CustomerNo,TransactionNo,ProductCount
15224,538470,2
15224,539264,150
15224,C538377,2
15225,550631,226
15226,542989,71
15227,542246,173
15227,545152,208
15227,552252,208
15227,574194,145
15227,574196,16
15228,544339,751
15228,557893,268
15228,562085,486
15228,569514,750
15228,C562613,3
15229,552229,608
15229,557229,4
15230,545230,12
15230,549933,339
15230,550150,12
15232,560979,372
15232,563721,314
15234,545905,196
15235,536594,34
15235,537206,25
15235,539933,333
15235,540115,75
15235,541800,53
15235,541801,150
15235,543132,122
15235,543133,18
15235,545076,147
15235,549189,98
15235,550173,82
15235,552046,187
15236,543836,269
15237,551160,670
15237,554042,128
15237,567887,185
15237,569237,10
15237,581223,88
15238,547238,16
15238,556100,222
15238,565616,355
15238,575654,115
15238,C556649,2
15238,C557165,1
15239,567709,373
15239,579455,221
15239,C571023,3
15240,542776,306
15240,549744,204
15240,555195,245
15240,567124,234
15240,572762,380
15240,C536854,3
15240,C543779,5
15241,545238,434
15241,554835,171
15241,555127,294
15241,556115,76
15241,559329,318
15241,562421,264
15241,568535,46
15241,569405,214
15241,C545824,3
15243,558243,10
15243,568329,185
15244,549015,240
15244,569662,165
15245,547510,826
15245,555550,408
15245,561679,550
15246,539089,86
15246,550290,161
15247,562777,160
15249,547918,478
15249,550285,148
15249,550714,320
15249,552467,260
15249,554860,229
15249,559256,456
15249,562283,365
15249,563111,250
15249,564224,242
15249,564227,174
15249,566162,149
15249,569629,307
15249,575036,199
15249,C553026,3
15249,C560589,17
15250,555250,4
15251,549746,1918
15251,553052,730
15251,556751,748
15251,559815,752
15251,560604,248
15251,562447,112
15251,564383,68
15251,566220,1128
15251,573356,139
15251,573357,84
15251,579759,244
15251,C554527,48
15251,C563604,1
15251,C567351,37
15251,C575158,1
15252,556216,99
15252,574253,423
15253,542253,3
15253,557864,211
15253,566361,34
15253,566364,355
15253,578309,256
15253,578311,10
15253,C567535,2
15254,562376,275
15255,569481,489
15256,559986,55
15257,545305,46
15257,C545532,1
15258,552192,78
15258,558035,64
15260,536667,214
15260,536670,40
15260,550675,126
15260,554027,94
15260,555628,148
15260,560736,190
15260,564957,73
15260,C560899,24
15261,561518,270
15262,541659,73
15263,543263,3
15263,564377,89
15264,569849,265
15265,550438,240
15265,559679,372
15266,540184,18
15267,556302,488
15267,559237,216
15267,570723,96
15267,573231,48
15267,573267,20
15267,577088,96
15269,576635,26
15270,543011,188
15270,543023,174
15270,543688,50
15270,550194,265
15270,563198,340
15270,578345,252
15270,578346,252
15270,C543791,18
15270,C564207,44
15271,538064,78
15271,540265,86
15271,550121,68
15271,551660,54
15271,553895,70
15271,556497,97
15271,558480,63
15271,562105,113
15271,563354,87
15271,565674,74
15271,571090,34
15271,572475,179
15271,574234,55
15271,575976,80
15271,580301,124
15271,C575161,5
15272,566760,181
15272,571040,128
15274,577746,377
15274,580721,242
15275,573992,498
15275,C575173,1
15276,569546,64
15277,572327,205
15278,555278,373
15279,539498,189
15279,C538099,4
15280,557518,154
15281,540672,518
15281,545000,85
15281,549206,32
15281,550958,137
15281,554069,215
15281,554703,18
15281,560237,13
15281,561221,110
15281,570697,83
15281,C541821,8
15281,C545510,4
15281,C555605,6
15286,572189,55
15287,569104,176
15287,577083,257
15287,C573260,1
15288,538067,66
15288,547075,371
15288,554142,136
15288,559199,148
15288,573133,54
15289,548801,333
15289,561100,435
15289,575639,240
15289,C561469,12
15290,539047,168
15290,540998,194
15290,541228,36
15290,544352,149
15290,545855,138
15290,548170,111
15290,550798,120
15290,554040,217
15290,558873,270
15290,562202,218
15290,564373,90
15290,564714,12
15290,567639,532
15290,573266,710
15290,575168,246
15290,580116,1101
15290,580606,32
15290,580607,156
15290,C544608,1
15290,C545829,36
15290,C574291,33
15291,536376,112
15291,539335,46
15291,540986,113
15291,541436,76
15291,546310,52
15291,546782,72
15291,548644,288
15291,549046,72
15291,556470,148
15291,557325,186
15291,560291,70
15291,565668,291
15291,574513,232
15291,574884,48
15291,576175,366
15291,C541503,1
15291,C541964,21
15291,C547231,1
15291,C547235,2
15291,C557520,4
15292,554114,56
15296,541280,679
15296,552825,362
15296,556187,98
15296,557152,2
15296,560296,81
15296,564057,134
15296,572028,491
15296,C557154,4
15296,C567891,1
15296,C571711,2
15296,C572917,2
15297,570010,96
15297,575660,76
15297,579297,659
15297,579507,120
15297,C577381,2
15298,537819,286
15298,540249,400
15298,541521,117
15298,547361,168
15298,555565,354
15298,560734,360
15298,565920,435
15298,573326,228
15298,573327,6
15298,577031,170
15298,579279,158
15298,581194,434
15298,C560733,360
15298,C576409,4
15299,536809,1824
15299,536810,204
15299,536811,69
15299,547154,480
15299,569339,250
15299,569340,120
15299,C550010,5
15300,569919,292
15301,537346,503
15301,546827,150
15301,551136,258
15301,553585,311
15301,555577,241
15301,555578,66
15301,557464,24
15301,560207,123
15301,563617,346
15301,568577,102
15301,568578,201
15301,571940,450
15301,C564213,3
15301,C569320,4
15303,544661,248
15304,537313,21
15304,545467,15
15304,547698,4
15304,550345,4
15304,551888,4
15304,558259,26
15304,566770,12
15304,570270,18
15304,C545672,1
15304,C558434,3
15306,546306,341
15306,560051,278
15306,566021,234
15306,569833,298
15307,565488,37
15308,546243,175
15308,C546517,2
15311,536381,196
15311,537195,310
15311,537808,145
15311,538076,141
15311,538651,77
15311,538857,63
15311,539247,126
15311,539641,45
15311,539982,65
15311,540157,590
15311,540475,70
15311,540680,365
15311,540957,193
15311,541216,507
15311,541293,145
15311,541575,541
15311,541798,197
15311,542003,602
15311,542409,127
15311,542890,778
15311,543124,369
15311,543463,517
15311,543740,278
15311,544062,428
15311,544398,321
15311,544777,553
15311,545288,1003
15311,545653,579
15311,545991,565
15311,546384,627
15311,546528,1717
15311,548856,12
15311,548863,1050
15311,549104,517
15311,549542,460
15311,550493,820
15311,551440,86
15311,551839,176
15311,552574,2021
15311,553691,436
15311,554268,369
15311,554644,464
15311,554939,328
15311,555344,844
15311,555855,1905
15311,556572,112
15311,557225,229
15311,557628,1222
15311,558447,480
15311,559141,380
15311,559459,270
15311,559905,113
15311,560203,286
15311,560552,505
15311,560853,259
15311,561295,1055
15311,561677,60
15311,562096,218
15311,562619,106
15311,562912,147
15311,563262,450
15311,563638,1151
15311,563850,49
15311,565309,164
15311,565776,483
15311,566558,359
15311,567099,136
15311,567626,276
15311,567980,59
15311,568505,380
15311,569330,279
15311,570096,158
15311,570797,764
15311,571292,128
15311,571628,42
15311,572217,115
15311,572885,210
15311,573275,142
15311,573865,173
15311,574514,518
15311,575321,172
15311,575919,2678
15311,576564,90
15311,577321,214
15311,578018,431
15311,578523,150
15311,578819,508
15311,579432,168
15311,580284,57
15311,580904,180
15311,581571,270
15311,C536383,1
15311,C537805,15
15311,C538650,3
15311,C539640,7
15311,C541573,4
15311,C542032,7
15311,C542866,6
15311,C545650,7
15311,C546645,12
15311,C548851,12
15311,C548857,12
15311,C549544,100
15311,C550494,14
15311,C551841,4
15311,C553687,8
15311,C557224,19
15311,C558444,20
15311,C562097,12
15311,C563258,4
15311,C563655,132
15311,C565305,11
15311,C570203,20
15311,C573864,7
15311,C576561,23
15311,C579415,4
15311,C580886,5
15311,C581568,5
15312,539580,177
15312,552311,163
15312,564737,70
15312,568171,106
15312,C539499,3
15313,563934,25
15313,573313,7
15314,549314,1
15314,554498,313
15315,563361,262
15315,569832,600
15315,C564506,24
15316,541276,100
15317,545317,76
15318,580819,642
15319,545303,175
15319,558319,40
15320,572872,326
15321,544484,545
15321,569020,554
15321,569021,82
15321,C572226,18
15322,566771,416
15322,C569996,51
15323,539323,6
15323,544323,330
15323,555323,28
15325,564719,232
15326,540604,386
15326,555326,48
15327,571638,116
15329,557560,112
15329,561650,274
15329,573632,100
15329,576329,1228
15329,C538124,2
15329,C574486,4
15330,570356,744
15330,574942,568
15332,537081,430
15332,537086,168
15332,537090,12
15332,537827,30
15333,553192,344
15334,557296,84
15334,558459,76
15334,559107,113
15335,571429,80
15337,558337,6
15339,542100,159
15339,551339,191
15339,569486,257
15339,C569421,2
15341,567374,812
15342,562043,283
15342,C563363,7
15343,566583,84
15344,568333,91
15344,574937,15
15344,578344,1602
15344,581500,10
15344,C570012,8
15344,C576788,2
15345,572613,81
15345,C574507,3
15346,540779,144
15346,565346,6
15347,537846,130
15348,568672,84
15349,555573,250
15349,558900,77
15350,536534,51
15351,537057,129
15351,567675,213
15351,569690,45
15351,570673,44
15351,571268,101
15351,574743,79
15351,578935,142
15351,C537043,7
15351,C569682,10
15351,C578932,4
15353,537538,131
15353,548313,212
15355,571506,18
15355,575633,20
15356,537395,80
15356,538744,121
15356,544153,116
15356,548670,122
15356,551966,225
15356,557233,269
15356,559307,272
15356,564643,180
15356,568895,194
15356,575074,94
15358,537888,440
15358,537890,36
15358,540187,717
15358,542268,420
15358,543981,263
15358,543982,111
15358,545661,739
15358,545662,92
15358,549847,505
15358,553211,383
15358,553212,72
15358,556682,195
15358,556683,112
15358,561223,141
15358,563016,707
15358,566314,372
15358,568228,503
15358,568229,60
15358,572213,334
15358,574521,198
15358,580541,632
15358,580542,18
15358,C539857,1
15358,C542742,112
15358,C546211,3
15358,C546895,1
15358,C550165,2
15358,C568570,2
15358,C575578,2
15360,573418,223
15361,538527,336
15361,579361,5
15363,536698,144
15363,C549897,1
15364,547364,16
15364,548332,84
15364,565465,409
15365,542530,85
15365,565451,319
15365,567204,325
15365,567205,146
15365,576084,12
15365,576085,146
15365,576086,51
15365,C569985,325
15366,539285,61
15366,568202,560
15367,546116,412
15367,549424,338
15367,571056,303
15367,571057,4
15367,C554004,2
15368,577334,230
15370,540782,80
15370,544070,242
15370,553925,140
15370,560920,149
15370,568907,187
15370,570510,4
15370,573325,28
15370,C561681,2
15372,561208,2924
15372,569372,602
15373,536985,42
15373,538907,24
15373,542220,33
15373,544749,37
15373,548260,48
15373,553140,59
15373,557301,67
15373,563365,2
15373,563366,42
15373,577610,82
15373,580098,63
15373,C540097,24
15374,562136,126
15374,569374,574
15375,540375,1
15376,551531,375
15376,563230,162
15376,573392,82
15379,539225,768
15379,540349,569
15379,541676,351
15379,546115,188
15379,553188,100
15379,555703,291
15379,557877,38
15379,C540007,12
15380,538101,78
15380,560888,138
15380,566750,56
15380,572338,50
15380,580029,54
15380,C566626,2
15381,546757,162
15381,552565,9
15382,544278,910
15382,553134,264
15382,556017,406
15382,556018,48
15382,566976,1677
15382,578702,707
15382,C551732,1
15382,C556637,8
15384,538968,248
15384,548384,13
15384,557852,348
15384,C536825,3
15385,573395,161
15386,555649,446
15387,542387,5
15388,546533,88
15389,553389,266
15389,557509,400
15392,538879,402
15392,566315,314
15392,575323,354
15392,580596,207
15392,C539302,12
15393,545573,94
15393,578319,56
15394,539217,242
15394,553869,304
15394,567892,226
15394,579572,138
15395,541483,17
15396,563754,122
15397,544693,20
15398,567880,375
15398,578317,394
15398,C568385,2
15399,547399,83
15399,567678,139
15399,577074,284
15399,581383,188
15400,545680,190
15400,556053,46
15400,562259,72
15400,563618,32
15400,565400,1
15400,566045,50
15400,C556923,30
15402,554937,431
15402,559988,262
15405,555496,193
15406,543777,130
15406,575077,124
15406,C577159,15
15406,C577781,3
15407,543351,132
15407,551533,77
15407,556181,120
15407,574660,229
15408,547079,106
15410,547416,104
15410,550333,164
15410,553681,57
15410,554028,240
15410,557409,226
15410,562033,146
15410,565223,112
15410,567140,151
15411,556419,48
15411,562575,107
15411,569134,251
15411,576059,124
15411,C572535,2
15412,557634,108
15414,549694,12
15414,574072,238
15414,579535,192
15415,542611,575
15416,545340,786
15416,550016,522
15416,559356,390
15416,569728,392
15416,C559744,1
15417,562417,525
15417,566930,284
15419,576380,230
15420,562420,521
15421,543021,174
15421,552291,183
15421,552292,22
15421,570699,121
15422,541679,18
15422,541690,20
15423,573895,100
15424,541424,947
15424,548323,386
15424,548326,168
15426,537196,159
15426,547880,106
15426,574701,163
15426,574703,20
15426,577557,226
15426,C537398,1
15426,C574658,10
15427,572302,302
15427,574710,253
15427,574714,458
15428,578663,102
15429,568180,309
15429,575960,71
15429,C568184,11
15431,581431,14
15432,576874,65
15433,546856,416
15433,552551,118
15433,560433,580
15433,C567681,135
15434,554289,199
15434,560434,1192
15434,564363,238
15434,564364,42
15434,574945,122
15434,580065,46
15434,C554517,9
15435,577094,54
15436,550651,251
15436,572318,227
15436,578998,135
15437,547367,79
15438,561891,59
15439,581439,1747
15440,553179,78
15440,561334,47
15440,571271,72
15442,548981,120
15443,541847,182
15443,564042,165
15443,568491,194
15443,572662,295
15443,576932,209
15443,578928,437
15443,581237,181
15443,C567365,3
15444,573413,192
15444,579885,572
15445,547080,58
15447,541011,85
15448,542634,232
15448,543448,551
15449,547420,248
15449,555921,268
15449,576055,296
15449,C549688,1
15449,C566944,1
15450,543450,93
15450,575487,376
15452,547083,137
15452,568916,86
15452,575595,60
15453,555537,97
15453,557960,86
15453,561884,82
15453,566055,97
15453,571229,146
15453,574477,270
15453,581246,67
15454,538513,86
15455,565455,58
15456,539041,434
15456,545310,21
15456,545312,205
15457,547382,132
15458,576224,156
15460,539647,109
15462,555571,76
15462,560523,48
15462,565754,48
15463,575618,106
15464,540247,350
15465,537038,125
15465,538996,38
15465,540500,72
15465,541836,45
15465,543797,56
15465,544440,80
15465,545670,65
15465,547029,42
15465,547835,51
15465,549539,48
15465,549936,79
15465,550754,60
15465,556466,31
15465,558747,53
15465,561021,61
15465,567159,81
15465,570206,22
15465,577402,248
15465,C544442,3
15465,C545671,7
15465,C547031,8
15465,C547836,9
15465,C550751,2
15465,C567347,11
15466,566914,246
15467,559545,181
15467,560277,54
15467,579712,75
15467,C579710,4
15468,571857,153
15468,571863,2
15468,C538711,1
15468,C573030,3
15468,C574494,1
15469,563089,128
15469,572104,25
15469,C564208,2
15469,C573148,1
15470,570470,4
15471,581149,266
15472,563709,251
15473,570280,192
15473,570441,40
15473,570844,40
15473,570848,40
15473,570849,80
15473,575920,120
15473,578831,160
15473,C570850,40
15473,C570853,40
15473,C570854,40
15474,540474,4
15474,550474,499
15475,558475,4136
15475,568100,319
15478,571184,288
15478,573384,297
15480,557480,58
15480,563353,303
15481,539481,10
15482,539092,188
15482,539093,68
15482,548697,184
15482,558126,251
15482,572348,264
15482,572756,384
15482,574319,810
15482,576137,680
15482,576172,448
15482,578358,948
15482,578365,794
15482,C572754,264
15482,C574322,24
15482,C574584,786
15482,C578363,948
15483,546982,145
15483,558710,15
15483,558711,13
15483,558713,122
15484,567853,1478
15484,571193,264
15484,577800,670
15484,581419,740
15484,C579753,16
15485,536531,404
15485,540496,187
15485,575340,691
15488,565929,72
15489,552961,220
15489,570910,178
15489,576900,210
15489,C573761,15
15491,550350,358
15491,550351,160
15491,552005,376
15491,556531,321
15491,564863,274
15491,565644,156
15491,C556458,22
15492,568327,327
15492,575897,156
15492,581492,2010
15493,546498,155
15493,548739,106
15493,559493,85
15493,559878,101
15493,574839,107
15493,574852,91
15493,C546536,1
15493,C559880,4
15494,562928,1077
15494,577337,71
15497,541874,528
15497,559497,83
15497,577905,96
15497,C542644,2
15498,537771,204
15498,537829,260
15498,540114,320
15498,541684,1126
15498,541950,182
15498,545842,238
15498,545859,276
15498,550274,190
15498,552958,152
15498,553050,161
15498,553051,10
15498,555418,347
15498,555419,2
15498,557615,310
15498,557623,36
15498,557964,165
15498,562939,484
15498,562940,50
15498,562941,12
15498,566980,176
15498,566981,152
15498,571180,326
15498,571181,10
15498,573119,202
15498,573121,10
15498,578030,254
15498,581129,450
15498,C555873,2
15498,C557649,1
15498,C567541,12
15500,567312,154
15500,575981,198
15500,577603,97
15500,580071,120
15501,559501,10
15502,537216,240
15502,537217,16
15502,537407,34
15502,546096,1566
15502,555502,14
15502,562608,1905
15502,566242,52
15502,566243,2
15502,566244,60
15502,576063,115
15502,578480,242
15502,C537402,34
15502,C537406,16
15502,C537408,18
15502,C546529,2
15502,C546535,1
15502,C558357,9
15502,C574922,291
15502,C577154,35
15502,C578132,1
15503,538368,74
15504,567310,33
15505,559310,630
15505,562538,110
15505,563658,224
15505,567076,634
15505,571548,792
15505,C568561,18
15505,C569990,24
15506,561034,146
15506,572650,227
15506,577010,475
15507,557595,162
15508,550503,154
15508,551412,111
15508,551860,32
15508,552508,457
15508,555500,49
15508,555501,90
15508,555504,4
15509,561509,5
15510,541043,2
15511,566923,42
15511,571038,52
15511,572095,39
15511,573915,94
15511,579012,44
15512,538993,56
15512,559185,12
15513,536402,116
15513,537881,238
15513,541088,505
15513,541425,144
15513,542349,109
15513,546367,504
15513,546369,10
15513,547686,210
15513,552867,292
15513,552868,12
15513,552870,62
15513,554507,228
15513,557211,186
15513,561258,861
15513,564507,240
15513,565675,601
15513,565676,106
15513,573320,857
15513,574718,428
15513,C543381,144
15513,C566611,2
15513,C575159,18
15514,538313,322
15514,538327,226
15514,538342,47
15514,538809,208
15514,545637,261
15514,551391,152
15514,574667,371
15514,574668,6
15514,576572,199
15514,578667,91
15514,578951,277
15514,C538314,47
15514,C538341,322
15515,561515,433
15516,548516,652
15516,569516,1
15516,572350,18
15516,572351,6
15516,572792,3
15517,550785,293
15518,540816,258
15518,540819,3
15518,542090,159
15518,552296,283
15518,558754,278
15518,561683,1
15518,562576,145
15518,569835,146
15518,C540814,1
15518,C540820,6
15518,C559008,2
15518,C562577,1
15520,559520,2
15520,581241,314
15521,548213,433
15521,548907,22
15521,552816,156
15521,552822,290
15521,553521,73
15521,560079,465
15521,565677,92
15521,565678,12
15521,573375,366
15521,C565681,92
15521,C565683,12
15521,C574083,12
15521,C574259,45
15522,559522,1
15522,566564,316
15522,574831,257
15523,553523,416
15523,567154,132
15524,576512,4
15525,536528,124
15525,549525,279
15525,552525,1
15525,577938,162
15525,581166,128
15525,C581178,2
15526,574727,22
15526,574729,2
15527,539609,62
15527,542511,117
15527,551812,182
15527,556416,64
15527,560357,84
15527,566262,108
15527,573822,281
15527,577711,94
15527,C560317,3
15528,548370,123
15529,537770,176
15529,538310,20
15529,541658,209
15529,546108,335
15529,547729,344
15529,549059,99
15529,553074,425
15529,560650,429
15529,566495,808
15529,569424,334
15529,576933,316
15529,C576919,7
15530,549235,324
15530,557949,293
15530,559896,49
15530,577256,284
15531,575491,840
15531,580133,265
15532,539294,92
15532,558096,174
15532,561885,107
15532,576303,146
15532,C558097,8
15532,C561886,5
15533,566294,150
15533,567176,33
15533,577554,106
15533,C567177,28
15533,C577486,5
15534,552534,3
15534,566534,531
15535,541244,78
15535,541246,12
15535,550335,15
15535,557315,38
15535,C538121,1
15535,C539035,1
15535,C541245,12
15537,551537,10
15537,558442,29
15539,580291,410
15540,579157,200
15541,552541,16
15541,563571,48
15543,544913,86
15544,536732,274
15544,543652,405
15544,544942,304
15544,553006,393
15544,557275,414
15544,559814,238
15544,563096,184
15544,569544,364
15544,575902,491
15544,579868,406
15544,C561211,1
15544,C579925,3
15545,537036,75
15545,571282,88
15547,538507,559
15547,542520,167
15547,545060,270
15547,545061,1
15547,546422,123
15547,547547,276
15547,549569,287
15547,554999,198
15547,563935,241
15547,566295,867
15547,567167,297
15547,567179,124
15547,569228,292
15547,573397,214
15547,580272,392
15549,542399,398
15549,559009,262
15549,568132,35
15549,C542593,10
15550,543739,96
15550,557786,62
15550,564537,94
15550,580688,43
15551,574237,218
15552,552198,60
15553,570428,451
15554,545705,74
15555,537204,293
15555,538156,202
15555,538597,195
15555,550331,249
15555,554103,373
15555,555399,70
15555,557123,194
15555,557150,46
15555,558906,557
15555,564724,260
15555,567912,507
15555,569216,287
15555,570857,38
15555,574673,584
15555,575339,94
15555,579001,460
15555,C538595,2
15555,C554100,12
15555,C567902,6
15555,C578991,8
15556,576609,236
15557,575870,219
15561,552263,51
15561,559877,42
15561,559879,2
15561,579096,172
15561,C565425,11
15562,539864,39
15563,539118,315
15563,554158,427
15563,577029,699
15563,C577345,8
15563,C579930,3
15565,536565,2
15565,569035,28
15565,572089,32
15566,538566,1031
15567,577669,223
15568,545568,521
15568,568547,169
15568,572836,112
15568,581074,180
15569,540823,182
15569,561862,196
15569,561865,96
15569,564160,96
15569,564709,96
15570,537141,165
15570,538371,197
15570,539450,78
15570,541214,198
15570,543602,34
15570,545183,100
15570,550008,90
15570,553524,75
15570,560845,202
15570,574269,696
15570,579493,220
15570,580310,12
15570,C543603,9
15571,567849,77
15571,574654,102
15571,576625,34
15571,579017,51
15572,545698,19
15572,545699,196
15572,548952,207
15572,563952,267
15572,576181,301
15572,576200,145
15572,580552,94
15573,566851,220
15573,575034,142
15574,536796,176
15574,539215,126
15574,539218,1
15574,556878,46
15576,574015,404
15577,543352,7
15577,559696,53
15577,559697,29
15578,558555,52
15579,542602,56
15579,563579,1
15579,569217,64
15581,537826,104
15581,539472,20
15581,539474,8
15581,539660,8
15581,546122,35
15581,550197,8
15581,551137,64
15581,551338,3
15581,557488,9
15581,559143,24
15582,551693,255
15582,564963,152
15582,576387,46
15584,558620,49
15584,568583,75
15584,572287,123
15584,576654,67
15584,C576647,2
15585,556954,320
15586,545586,43
15587,539865,120
15587,560641,36
15587,566250,120
15587,572070,36
15589,542931,125
15589,547990,94
15589,547991,24
15589,C548609,1
15592,572321,354
15593,569080,60
15594,550523,145
15594,565806,316
15594,567297,402
15594,575480,50
15594,578334,64
15594,C550959,1
15595,539595,417
15596,538146,168
15596,541292,133
15596,545522,149
15596,552326,109
15596,564895,2
15596,C542352,1
15596,C546209,8
15596,C553561,2
15596,C554530,2
15597,574511,279
15597,C575577,3
15598,571511,160
15598,C572119,2
15598,C574500,2
15599,544599,416
15599,553852,361
15599,575942,357
15601,536623,666
15601,539256,269
15601,540471,367
15601,542058,740
15601,542407,210
15601,543984,432
15601,544294,368
15601,548636,215
15601,553946,333
15601,557771,235
15601,562727,168
15601,566289,128
15601,571219,680
15601,579182,172
15601,C543627,1
15601,C544433,1
15601,C567717,3
15602,537424,57
15602,538719,48
15602,540842,48
15602,542718,108
15602,554264,84
15602,569019,428
15602,575890,136
15602,577129,28
15602,580076,204
15602,C538718,48
15602,C540841,40
15602,C540843,48
15602,C543607,1
15602,C562051,1
15603,567711,96
15604,571696,159
15605,536535,71
15605,544724,65
15605,548655,130
15605,566226,52
15605,574265,123
15606,541568,66
15606,544083,125
15606,544825,78
15606,545684,76
15606,547509,104
15606,551515,104
15606,557667,91
15606,563188,118
15606,570243,130
15606,C569994,160
15606,C571045,12
15607,540460,202
15608,562950,230
15608,570416,352
15608,570419,24
15608,575876,108
15609,556048,148
15609,C556297,3
15610,571741,66
15611,540510,15
15611,545576,13
15611,547939,10
15611,555266,12
15611,556929,25
15611,558421,30
15611,564712,151
15611,569125,26
15611,573162,126
15611,578130,28
15611,579670,66
15611,C546167,2
15611,C569940,4
15612,570220,31
15612,574282,20
15615,539049,364
15615,539051,3
15615,539052,6
15615,541134,368
15615,543977,305
15615,547100,382
15615,549732,436
15615,550450,72
15615,552532,279
15615,552804,159
15615,556189,234
15615,556192,64
15615,558629,24
15615,558630,310
15615,562918,290
15615,562919,12
15615,563656,116
15615,563657,26
15615,564635,387
15615,570167,617
15615,572657,166
15615,575141,435
15615,579461,453
15615,C547853,7
15615,C550454,6
15615,C554874,1
15615,C559470,1
15618,561226,99
15618,566026,24
15618,566027,91
15618,574747,239
15618,C566741,26
15619,579257,136
15620,539261,395
15620,551584,205
15620,571205,315
15620,C552705,1
15620,C554005,12
15620,C572116,3
15621,577209,200
15621,579183,168
15621,580656,123
15621,580663,10
15621,C579266,24
15621,C580641,14
15622,542622,313
15622,545417,222
15622,551414,867
15622,551415,24
15622,554817,68
15622,554820,44
15622,566629,285
15622,566631,12
15622,566632,46
15622,573131,106
15622,C546128,3
15622,C548626,1
15622,C552029,9
15622,C553905,1
15622,C555329,1
15622,C567544,1
15622,C580968,106
15623,560896,125
15624,547922,54
15624,553491,66
15624,561511,215
15624,563250,22
15625,542625,101
15625,550479,513
15625,556533,206
15625,556625,3
15625,561909,250
15625,564710,219
15625,C556930,12
15625,C556938,1
15625,C562206,2
15625,C564997,7
15626,541126,312
15626,568220,454
15628,537674,250
15628,548185,173
15628,556283,193
15628,562163,245
15628,564628,1
15628,565316,197
15628,569652,286
15628,572399,268
15628,576378,186
15628,580559,96
15628,C562803,12
15629,543629,108
15630,553751,280
15630,572735,520
15630,C554341,1
15632,546155,307
15632,548458,48
15632,551417,333
15632,556447,144
15632,560686,207
15632,562881,265
15632,570091,600
15632,578350,205
15632,C548724,2
15632,C572481,58
15633,542633,164
15634,578080,99
15636,545430,82
15636,550636,420
15636,566235,202
15637,571551,128
15638,537638,1444
15638,C543760,52
15639,561632,323
15640,536795,180
15640,538641,772
15640,539484,511
15640,540701,348
15640,543814,382
15640,549985,553
15640,551247,131
15640,555896,618
15640,557640,364
15640,561007,520
15640,562587,844
15640,562879,36
15640,567881,278
15640,574311,472
15640,578293,364
15640,580675,598
15640,C543811,2
15640,C562582,33
15641,539038,357
15641,545415,309
15641,547623,430
15641,557641,42
15641,564648,466
15643,545423,176
15643,555156,7
15643,555157,63
15643,C555880,1
15643,C556101,1
15643,C556677,2
15644,547548,163
15644,547553,21
15644,547960,95
15644,558105,278
15645,577695,255
15646,536813,230
15646,549182,140
15646,558918,24
15646,C549686,6
15648,546908,91
15648,553886,130
15648,C548350,6
15648,C549013,1
15649,537461,120
15649,540466,72
15651,547563,238
15651,561651,406
15651,574086,185
15651,574087,56
15652,566202,208
15653,546653,76
15653,563372,48
15653,565936,1152
15654,546654,68
15654,576058,329
15654,579675,145
15655,549571,324
15655,C550812,5
15656,545190,89
15656,551661,11
15656,556790,102
15656,572718,141
15657,577011,24
15658,536627,64
15658,543106,59
15658,547407,2
15658,554704,115
15658,555385,2
15658,C541822,6
15658,C543771,2
15658,C547408,2
15659,552659,822
15659,572926,111
15660,537886,110
15660,545311,108
15660,553750,210
15660,553874,2
15660,561385,136
15660,561386,12
15660,566904,294
15660,576357,172
15660,576358,6
15660,C553875,8
15660,C554863,2
15660,C563222,3
15661,540173,80
15661,542235,156
15663,564544,106
15664,572021,157
15664,C539072,16
15665,549568,1174
15665,558057,492
15667,573464,240
15668,552060,72
15669,547096,64
15669,557120,126
15669,564717,72
15669,573410,80
15669,C557944,3
15670,544107,91
15671,546435,213
15671,546764,164
15671,549633,184
15671,562555,240
15671,565685,384
15671,576148,248
15671,577727,264
15671,C546868,1
15671,C546885,1
15671,C562910,16
15673,541266,398
15673,552358,466
15673,559064,200
15673,566450,450
15674,548215,198
15674,548973,198
15674,552316,229
15674,552674,79
15674,568553,649
15674,C548972,198
15674,C549922,1
15675,537675,12
15675,545659,36
15675,557675,536
15675,559358,449
15675,567313,42
15676,545232,555
15676,552676,105
15676,574532,1626
15676,577726,70
15676,C552570,4
15676,C579886,17
15677,572242,319
15677,575677,4
15678,571557,184
15679,537679,24
15679,556282,212
15679,556679,48
15679,559466,186
15679,575481,682
15679,576610,90
15680,537828,331
15680,558680,29
15680,573379,416
15680,579685,205
15681,540681,592
15681,544681,401
15681,545654,256
15681,556248,188
15681,556249,6
15681,575922,260
15681,576356,106
15681,C577737,260
15683,563215,131
15687,541111,176
15687,542888,132
15687,544800,97
15687,546685,124
15687,555587,128
15687,569675,327
15687,576655,165
15687,576656,24
15687,579899,137
15687,C544561,1
15687,C555908,1
15689,538528,56
15689,563099,28
15690,564901,204
15690,580693,204
15691,548669,72
15691,568691,10
15692,575891,138
15693,568693,34
15694,536599,80
15694,537884,111
15694,541013,109
15694,546768,100
15694,549284,36
15694,553979,110
15694,555528,104
15694,557109,88
15694,559694,4
15694,569407,426
15694,575685,162
15694,576239,94
15694,580132,136
15694,581487,120
15694,C542832,12
15695,546915,197
15695,546916,15
15696,541274,249
15696,542374,126
15696,542549,4
15696,545696,112
15696,548038,140
15696,551599,87
15696,567524,77
15696,574704,233
15696,C548576,3
